002917	民爆制品
002918	瓷砖地板
002919	洗护用品
002920	汽车电子电气系统
002921	其他汽车零部件
002922	其他电子Ⅲ
002923	化学制剂
002925	消费电子零部件及组装
002926	证券Ⅲ
002927	配电设备
002928	航空运输
002929	通信工程及服务
002930	仓储物流
002931	金属制品
002932	体外诊断
002933	航空装备Ⅲ
002935	军工电子Ⅲ
002936	城商行Ⅲ
002937	消费电子零部件及组装
002938	印制电路板
002939	证券Ⅲ
002940	化学制剂
002941	基建市政工程
002942	农药
002943	机床工具
002945	证券Ⅲ
002946	乳品
002947	消费电子零部件及组装
002948	城商行Ⅲ
002949	工程咨询服务Ⅲ
002950	医疗耗材
002951	纸包装
002952	面板
002953	线缆部件及其他
002955	面板
002956	烘焙食品
002957	工控设备
002958	农商行Ⅲ
002959	厨房小家电
002960	楼宇设备
002961	期货
002962	光学元件
002963	装修装饰Ⅲ
002965	金属制品
002966	城商行Ⅲ
002967	检测服务
002968	物业管理
002969	金属包装
002970	其他计算机设备
